,user_name,user_location,text,likes,date
6634,Mostafa_Longi, البحيرة ,عارف يعني ايه بتتصل علي خدمة عملاء @Orange_Egypt المكالمة ٥٠ دقيقة انتظار  هنقول معلش في ضغط طيب انا جددت باقي النت والمفروض كان معايه رصيدي ٢٠ جنيه يستحبوا هما كمان ليه ولما يرد موظف خدمة العملاء يقولي مش باين عندي علي السيستم اتسحبت في ايه ده يبقي اسمه  ايه  #خليك_في_البيت,2,2020-04-09
6636,yourfavcivil_, البحيرة ,حولهوملي كارت فودافون https://t.co/cwTVOtIMLp https://t.co/LJSshiXbTh,0,2020-04-06
6641,ahmedrashad82, السويس ,"فرق سرعه النت بين فودافون و اتصالات
اتصالات تكسب https://t.co/KJFYIt9FIU",2,2020-05-27
6642,__muustafa_, السويس ,"انا عايز ارتبط ب واحدة ....
فهماني ... بتسمع الكلام ... حنينة .... خطها يكون فودافون😹",2,2020-05-22
6643,hema72i, السويس ,أنا بحب أحمد حلمي وكل حاجه بس الحقيقه اعلانه بتاع اتصالات بضان فشخ,1,2020-04-30
6644,Esraaaa_Ehab, السويس ,اعلان اورانج بيخليني ادمع و افتكر كل الناس اللي مش عارفة اشوفها 🥺,2,2020-04-27
6645,ahmedrashad82, السويس ,"اوسخ شبكه في مصر
قال 4g قال
#فودافون
#Vodafone
@vodafoneg https://t.co/kwY0iysBiS",1,2020-03-12
6658,3laaMaghraby, الدقهلية ,راوتر فودافون ولا اورنج افضل !؟,0,2020-04-23
6660,mohamed_oraby14, الدقهلية ,"وروني بقى في رمضان  هتعملوا إعلانات عن اللمة  إزاى بقى @VodafoneEgypt
 @pepsi , @orange
😂😂😂",0,2020-04-16
6662,AhmedGalal7425, الدقهلية ,النهاردا فودافون رجعتلي 20 جنية رصيد كانوا مخصومين من حسابي بسبب خدمة مشتركتش فيها ودي حاجة متوقعتهاش 😂😂😂,3,2020-04-13
6664,fares9103, الدقهلية ,فودافون 😂😂😂 https://t.co/Io1ePQW1q6,0,2020-04-12
6666,MahmoudAfify95, الدقهلية ,الحيوان الي بيلعب في النت في شركة فودافون احب اقولك انت حيوان ✋🏻,1,2020-04-12
6667,EDidamony, الدقهلية ,"بعمل باقه ب ٥٠ جنيه وشحنت ٥١ جنيه لاي زيادات
فودافون : https://t.co/ndYadFCobG",0,2020-04-11
6668,ayaaeldawody, الدقهلية ,فرع فودافون مبيخليش حد يقعد جوا والفرع ريحته مطهر وكل نص ساعه واحد بيطهر الباب والاوكره وحسيتهم واخدين الموضوع بجديه وده شئ كويس,5,2020-04-09
6669,l37144063, الدقهلية ,"🔥فرصه لاى حد عنده بطاقه ضريبية 
وداعا لاستغلال المحلات واسعار الخطوط ف الشركات 👍لو كنت🔥 صيدلي أو محامي أو دكتور او عندك اي مشروع وليه سجل تجاري أو بطاقة ضريبية تعالي اقولك تعمل بيهم ايه؟
-ممكن تاخد خطوط فودافون ببلاش 🔥🔥🔥🔥🔥🔥
اي دا ببلاش ازاي؟
للتواصل واتس
01000088093",1,2020-04-07
6670,AhmedGalal7425, الدقهلية ,"دي اسوا سرعة نت عدت عليا ف حياتي و رجعتني لايان فلاشة المودم بتاعة اتصالات اللي كانت بتفصل كل شوية عشان الشبكة 😂🤣

#النت",5,2020-04-01
6671,El3omda99594519, الدقهلية ,"100 وحده لفودافون ♥️
لو إنت فودافون وخطك نظام فليكسات... 
*365 *رقمك #
إعملها من علي رقم تاني لرقمك...",1,2020-03-31
6672,Eslammfathy5, الدقهلية ,تخيل لما يبقى بينك و بين فودافون ٥٠٠ م و مكسل تنزل تدفع بقيت الكورسات 🤦🏿‍♂️,3,2020-03-30
6673,mahmoud_samir77, الدقهلية ,"كانت الأغنيه الرسمية للتحفيز ف أحد فينلات سنين الدراسة
Listen to أغنية أصالة #تخيل_بكرة - اعلان اتصالات رمضان 2016 + الكلمات by A. Mamdouh on #SoundCloud
https://t.co/QXxkCEPaGl",3,2020-03-29
6675,faresabdelsala1, الدقهلية ,اللي معاه شريحة فودافون مسجلة باسمه يتصل على *717# بيديك 2000 جنيه من فودافون كاش بمناسبة الحجر المنزلي جربوها يا جماعة أنا جربتها وطلعت كدب  😂,3,2020-03-25
6676,Boo71424565, الدقهلية ,كان مالها اتصالات يعني⁦🤦‍♀️⁩⁦🤦‍♀️⁩ https://t.co/d3DX0Muxui,7,2020-03-25
6677,wezzaa74, الدقهلية ,مفيش حد مهتم بيا وبيخاف عليا اكتر من فودافون شكرا و الله 😂,31,2020-03-22
6678,ahmedamgad51, الدقهلية ,فودافون مش بتقول لبتوع الاندرويد stay home ليه ولا احنا مش قد المقام 😂,10,2020-03-19
6679,hosam_elzeki, الدقهلية ,"و صحينا على خبر حلو من فودافون أهو...و لسه واضح ان في انبهارات قادمه من مصر بالقرارات
ياكش تقعدوا في البيت و محدش يخرج غير للضرووووورى و بس https://t.co/dnCxBEFSsp",1,2020-03-19
6681,Nona_yossef88, الدقهلية ,"فودافون كتبت Stay safe  فوق عند الشبكه ,, حلوه جدا الحركه دي ،، شكرا فودافون ♥️♥️#StaySafe  #StaySafeStayHome https://t.co/v2h9DYE2zy",2,2020-03-19
6682,BadrZain5, الدقهلية ,واللي يحب ينقط يبعتها ع فودافون كاش ؟!!! https://t.co/tvoNePfwhk,0,2020-03-18
6683,MuhammadAli818, الدقهلية ,كل ما إعلان فودافون ييجى واسمع ضحكة ياسمين صبرى ببقى عايز ارجع,4,2020-03-11
6684,Boo71424565, الدقهلية ,حد بيعرف يستخدم أنا فودافون 🙄,7,2020-03-07
6686,moustafaelymany, الدقهلية ,انا كده كده شبكه بتاعي فودافون عني airplane طول اليوم https://t.co/XyxjjqSSpT,3,2020-02-13
6687,MawdaMahsoup, الدقهلية ,"عايز تتكلم في الفون في حي الجامعة في المنصورة:
- فودافون:  إطلع في البلكونة.
- اورانج:      أقف فوق سور البلكونة
- اتصالات:   اربط نفسك بمشبك في حبل الغسيل.",23,2020-02-11
6688,MawdaMahsoup, الدقهلية ,مره واحد معاه موبايل ابل اشتري خط اورانج عمل فروت سلاد,21,2020-02-05
6690,Cheg76, الدقهلية ,لاختيار اغنيه الاماكن كول تون بصوت محمد عبده اختار واحد 😂😂😂#فودافون https://t.co/LpSBf4NH7N,0,2020-01-29
6691,NaglaaHassan181, الدقهلية ,"نوتيفيكشن جروب الجوده تم اعلان نتيجه رابعه كيميا ، هوب افتح الموقع هوب الاقى بيدچ فودافون "" وتم استهلاك 100% من باقه AdSL "" 🐸 
وف الاخر سينيور إلا ترم الحمد لله ⁦❤️⁩🤸",13,2020-01-29
6692,Cheg76, الدقهلية ,فودافون مصر باعت حصتها ل stc السعوديه https://t.co/wRVuuTozEh,0,2020-01-29
6693,mohammedezat2, الدقهلية ,احلي خبر ممكن اسمعه في حياتي ان شركة فودافون مصر اتباعت خلاص 🙏,2,2020-01-29
6694,Reem_naser1, الدقهلية ,انا جبت خط جديد اتصالات للشغل عشان اللى يكلمنى يفكر الف مرة قبل ما يهرى ويرغي و يفكر نفسه ان الدقيقة ب 5 فليكس 😂😂 اللى هو ادينى عناوين وانزل بالنشرة بعدين وشكرا,4,2020-01-27
6695,lesoo_22, الدقهلية ,امنيه حياتي يكون عندي شركه اتصالات واكون قائد مجالي كعبي عالي😎,1,2020-01-01
6700,YourFavYarah, المنوفية ,"محتاجه رصيد ٣٥ و شحنت ب ٥٠ 
فودافون : https://t.co/jdw988hpId",24,2020-02-13
6706,EL3YODA, بور سعيد ,الحاجه الوحيده الي فرحتني ف اعلان فودافون هو ان احمد بهاء ف الاعلان بس والله,4,2020-04-25
6708,6IIFKMhsrG745Wy, مطروح ,"فى موضوع محمد صلاح
 صلاح ماضي مع فودافون حق رعاية ليه يعني مينفعش يحضر اي مناسبة او حدث غير لما تكون فودافون هيا ال منظماه او موافقة عليه وامس الراعي شركة we
الحاجة التانية ان هناك خلاف بين صلاح والاتحاد الإفريقي بسبب ان الاتحاد لم يقف بجانبه في توصية الفيفا لأحسن لاعب ف العالم",0,2020-01-08
6709,hossamghazal10, مطروح ,عبد الباسط حمودة في اعلان اتصالات 😂😂💙,1,2020-01-05
6710,mayradwaan, مطروح ,اعلان اتصالات يا جماعة😂😂♥️,0,2020-01-05
6711,i_kemoon, مطروح ,سبحان الله بس في السودان حبيبتك ما بترضى وتقعد تتعذر صحبتك تطلع عينك اتصالات فيديو كل الحوب للصحبات ❤💓💙💚💛💜 https://t.co/tiJtM8e3nF,1,2020-01-01
6712,ro0o_69, المنيا ,اكيد حياتي هتكون أفضل لو تجاهلت الحاجات اللي بتعصبني زي ما بتجاهل رسايل فودافون,2,2020-09-05
6713,hamzaabdelaaziz, المنيا ,حد عنده مشكله في الاتصال في شبكه فودافون,5,2020-08-20
6714,momenadly1, المنيا ,انا واحد شاحن ب 250 جنيه عشان اسدد ديون فودافون الي عليا يعني مش باكي علي اي حاجه 😂⁦🤦🏻‍♂️⁩💔,9,2020-07-20
6716,badrsayed22, المنيا ,"إعلان فودافون 
إعلان موبينيل 
إعلان بنك مصر 
كلهم أروع من بعض ❤",2,2020-04-24
6719,nice_boywashere, المنيا ,حاضر يا @Orange_Egypt يا حبيبة البى هـSTAY SAFE https://t.co/gMr4F52CQC,1,2020-03-18
6720,tito_love22009, جنوب سيناء ,"دلوقتي تقدر تكسب ميجابايتس ببلاش لما تستخدم البروموكود بتاعي 
نزل ابليكشن انا فودافون من هنا https://t.co/qiuueiF7Rv
دوس هنا علشان تكسب ميجابايتس https://t.co/qPMVVDkAHg",0,2020-07-17
6721,manarwaeld, جنوب سيناء ,نفسي أسأل شركه فودافون هو ليه المكالمه بتفضل بعد ساعه بجد ايه بكون مندمجه فى موضوع والقيه اتقفل فى وشي !!,5,2020-07-10
6722,EngyAlfons, جنوب سيناء ,"محتاجة خبرة الناس اللى جربت تستعمل راوتر Home 4G .. هل السرعة كويسة زيها زى ال WiFi فى وجود خط تليفون ارضى ؟؟

و هل فيه شركة بتقدمه غير Orange ؟؟",2,2020-06-11
6726,lessabadrixD, جنوب سيناء ,اعلان احمد حلمي بتاع اتصالات حزين شوية بس معبر اوي سادلي:(❤️,2,2020-04-26
6727,Muuhammed30, جنوب سيناء ,دهه اعلان اورانج طلع جامدد اووووي⁦❤️⁩⁦,1,2020-04-25
6728,MahmoudHussien_, جنوب سيناء ,"اعلان اورنج جميل و واقعي جداااا .. 
بس حابب اقول انهم مش اقوي شبكة للعاملين في Offshore .. اقوي شبكة هي فودافون",0,2020-04-25
6730,Baya3_kher, جنوب سيناء ,"ودلوقتي جه دورك وتقدر تتكفل بأسرة أو تساهم باللي تقدر عليه ""قيمة سهم التبرع ١٠٠ جنية""

تقدر تتبرع عن طريق فودافون كاش 01229485958
او اونلاين او تكلمني واجيلك 
ساعدنا نساعدهم علشان #الناس_لبعضها #ساعدنا_نساعدهم
#صناع_الحياة",0,2020-04-15
6731,omaratwaaaaaaa, جنوب سيناء ,طب الحفله اللي عند فودافون دي مش ناويه تخلص ولا اي😂🤔,0,2020-04-04
6733,samirelshaba72, جنوب سيناء ,تقريباً أنا المَسيحى الوحيد اللى أبويا لا نحال و لا جواهرجى ولا حتىّ معاه خط موبينيل 😢,1,2020-02-26
6734,sadloserr_, جنوب سيناء ,هو مينفعش فودافون تجددلي الباقه ببلاش وتعمل نفسها مش واخده بالها :(,0,2020-02-02
6735,A7med_Eldesoke, جنوب سيناء ,"STC
هتشتري فودافون 
مش كفاية كده ياسعودية 😂",0,2020-01-28
6738,AymanAlboraee, الجيزة ,"دورة تدريبية فى « الصفحة النفسية لمقياس ستانفورد بينيه ووضع خطة فردية بناء عليها » 

✓الفترة من 11: 12 : 13 / 7
✓ من الساعه ٨م : ١٠ م 
✓ المحاضرة اونلاين على تطبيق ZOOM .
✓ رسوم الاشتراك 250 جنيه مصري .
✓ التحويل فودافون كاش على 01092469791 . https://t.co/pZ49AxtmTX",0,2020-07-07
6741,MorganitCh, الجيزة ,"طب ادوني فرصة افكر اخد و ادي مع نفسي فالموضوع طيب
@Orange_Egypt https://t.co/qSiBo4n5zL",0,2020-07-01
6742,magdi_dahdouh, الجيزة ,"فى مثل هذا اليوم منذ سبع سنوات كان عصام الحداد مستشار الرئيس للشؤون الخارجية يجرى اتصالات عاجلة مع امريكا والاتحاد الاوروبي، يبلغهم بأن الحكومة المصرية تطلب تدخل عسكري اجنبي عاجل لان الشرعية الثورية والدستورية تتعرض لانقلاب عسكري

#٣٠_يونيو_اراده_شعب",1,2020-06-29
